ts,cpu_pct,rss_mb,threads,disk_read_mb_s,disk_write_mb_s,fs_free_gb,wal_mb,duckdb_mb,records_total,ingest_lag_mb,wal_depth
1790056103.731671284,163.4,363,206,0.00,5.52,149,121,44,495479,11.7,4
1790056104.799869453,140.4,365,206,0.00,5.51,149,121,44,495779,11.5,0
1790056105.864229695,145.6,367,206,0.00,5.30,149,121,44,496079,11.3,0
1790056106.936366881,164.2,367,206,0.00,5.17,149,121,44,496383,11.4,4
1790056107.995427757,173.7,368,206,0.00,4.06,149,121,44,496691,11.1,4
1790056109.060631880,145.5,369,206,0.00,5.82,149,121,44,496995,10.9,4
1790056110.136395565,146.9,364,206,0.00,5.22,149,121,44,497303,10.7,4
1790056111.211596779,156.2,366,206,0.00,5.32,149,121,44,497603,10.4,4
1790056112.272338447,178.2,367,206,0.00,4.46,149,121,44,497907,10.5,4
1790056113.347424180,154.4,368,206,0.00,4.81,149,121,44,498215,10.3,4
1790056114.413132114,144.5,370,206,0.06,6.02,149,121,44,498515,10.0,0
1790056115.489789203,145.8,371,206,0.15,5.40,149,121,44,498815,9.8,0
1790056116.555604741,167.9,371,206,0.00,6.01,149,121,44,499119,9.6,4
1790056117.632109648,170.9,372,206,0.09,4.46,149,121,44,499427,9.7,4
1790056118.697365203,145.5,372,206,0.00,4.77,149,122,44,499698,9.5,4
1790056119.752741327,145.9,374,206,0.00,5.77,149,122,44,500002,9.2,4
1790056120.824799411,160.4,374,206,0.15,6.13,149,122,44,500306,9.0,4
1790056121.885325428,177.3,375,206,0.00,4.25,149,122,44,500614,9.1,4
1790056122.958963247,147.2,375,206,0.00,4.94,149,122,44,500918,8.8,4
1790056124.027290054,142.3,375,206,0.00,5.56,149,122,44,501222,8.6,0
1790056125.117801513,151.3,375,206,0.00,5.92,149,122,44,501522,8.4,0
1790056126.186033614,175.1,376,206,0.00,4.57,149,122,44,501830,8.5,4
1790056127.248874593,156.2,376,206,0.00,4.63,149,122,44,502134,8.2,4
1790056128.321318960,144.5,376,206,0.00,5.31,149,122,44,502438,8.0,4
1790056129.388067256,149.1,379,206,0.00,5.89,149,122,44,502738,7.8,4
1790056130.452099605,181.4,380,206,0.00,3.74,149,122,44,503046,7.9,0
1790056131.518507943,141.6,381,206,0.00,5.80,149,122,44,503354,7.6,4
1790056132.589273840,142.0,383,206,0.00,5.96,149,122,44,503650,7.3,4
1790056133.642153179,173.8,383,206,0.00,4.38,149,123,44,503954,7.4,4
1790056134.710571331,158.2,383,206,0.00,4.83,149,123,44,504258,7.1,4
1790056135.777820396,141.5,384,206,0.00,6.36,149,123,44,504562,6.9,4
1790056136.848211783,151.3,384,206,0.00,5.45,149,123,44,504839,6.7,4
1790056137.901155780,180.4,384,206,0.00,4.13,149,123,44,505143,6.8,4
1790056138.962695979,143.2,384,206,0.00,4.95,149,123,44,505443,6.5,4
1790056140.018509118,145.9,384,206,0.00,5.65,149,123,44,505739,6.3,0
1790056141.082320269,149.5,385,206,0.00,5.02,149,123,44,506047,6.1,4
1790056142.151316323,171.2,385,206,0.00,5.28,149,123,44,506347,6.1,4
1790056143.219997451,157.2,386,206,0.00,4.53,149,123,44,506655,5.9,4
1790056144.290356947,135.5,386,206,0.00,5.73,149,123,44,506959,5.7,4
1790056145.360955284,156.0,386,206,0.00,5.20,149,123,44,507259,5.4,4
1790056146.418454897,174.0,386,206,0.00,5.07,149,123,44,507563,5.5,4
1790056147.488877251,147.6,388,206,0.00,5.83,149,124,44,507867,5.3,4
1790056148.552000716,142.0,389,206,0.00,5.79,149,124,44,508163,5.0,4
1790056149.613807064,142.2,389,206,0.00,5.68,149,124,44,508467,4.8,4
1790056150.679575559,171.7,389,206,0.00,4.07,149,124,44,508771,4.9,0
1790056151.748379056,142.2,389,206,0.00,5.07,149,124,44,509075,4.6,4
1790056152.820493237,138.0,390,206,0.00,6.37,149,124,44,509379,4.4,4
1790056153.889881382,161.8,392,206,0.00,4.83,149,124,44,509661,4.4,4
1790056154.955750331,169.8,392,206,0.00,4.27,149,124,44,509969,4.2,4
1790056156.020308602,148.4,214,206,0.00,4.91,149,124,44,510277,4.0,4
1790056157.097108441,142.1,222,206,0.00,5.25,149,124,44,510581,3.8,4
1790056158.168439217,155.9,229,206,0.00,5.76,149,124,44,510885,3.6,4
1790056159.241025678,174.3,232,206,0.00,4.14,149,124,44,511185,3.6,4
1790056160.288445652,149.9,236,206,0.00,5.17,149,124,44,511489,3.4,4
1790056161.353739075,148.3,239,206,0.00,5.24,149,124,44,511789,3.2,4
1790056162.415126505,145.1,240,206,0.00,5.70,149,125,44,512093,3.0,4
1790056163.476221253,161.2,243,206,0.00,5.87,149,125,44,512393,2.8,4
1790056164.543373105,173.4,245,206,0.00,4.47,149,125,44,512697,2.8,4
1790056165.607974829,156.9,247,206,0.00,4.68,149,125,44,512997,2.6,0
1790056166.665839649,156.9,271,206,0.00,11.16,149,125,44,513293,2.7,0
1790056167.719651083,171.8,274,206,0.00,4.47,149,125,44,513601,2.4,4
1790056168.792754086,150.0,275,206,0.00,4.43,149,125,44,513837,1.9,3
1790056170.335021487,150.4,280,206,0.00,4.03,149,125,44,514146,1.9,4
1790056171.408157833,124.9,202,206,0.00,6.41,149,125,44,514446,1.6,4
1790056172.479649885,162.4,214,206,0.00,5.32,149,125,44,514726,1.7,0
1790056173.550478052,198.9,217,206,0.00,3.60,149,125,44,515034,1.4,4
1790056174.617011309,137.8,223,206,0.00,6.11,149,125,44,515334,1.2,4
1790056175.684845598,155.5,227,206,0.00,5.95,149,125,44,515634,0.9,4
1790056176.758895815,175.0,228,206,0.00,4.89,149,125,44,515946,1.0,4
1790056177.833744210,143.3,233,206,0.01,5.36,149,126,44,516250,0.7,4
1790056178.903533146,150.5,234,206,0.00,5.10,149,126,44,516550,0.5,4
1790056179.967419118,153.2,236,206,0.00,6.68,149,126,44,516846,0.3,4
1790056181.027966849,160.3,238,206,0.00,4.98,149,126,44,517146,0.3,0
1790056182.090415131,110.1,240,206,0.00,4.72,149,126,44,517446,0.1,0
1790056183.148520945,85.1,241,206,0.00,4.26,149,126,44,517746,0.0,0
1790056184.211225707,80.9,242,206,0.00,4.08,149,126,44,518050,0.0,0
1790056185.276649968,73.2,243,206,0.00,4.42,149,126,44,518358,0.0,4
1790056186.349664397,80.1,245,206,0.00,4.12,149,126,44,518666,0.0,4
1790056187.420451217,79.4,245,206,0.00,4.04,149,126,44,518970,0.0,0
1790056188.485400429,77.0,199,206,0.00,3.81,149,126,44,519278,0.0,4
1790056189.555515732,83.2,200,206,0.00,4.11,149,126,44,519582,0.0,4
1790056190.619797072,79.9,208,206,0.00,4.61,149,126,44,519873,0.0,4
1790056191.697301830,76.1,215,206,0.00,4.09,149,126,44,520177,0.0,0
1790056192.766184717,84.2,204,206,0.00,4.12,149,127,44,520485,0.0,4
1790056193.833391072,78.7,210,206,0.00,4.25,149,127,44,520789,0.0,4
1790056194.906390990,81.1,214,206,0.00,4.00,149,127,44,521093,0.0,4
1790056195.968845184,79.1,203,206,0.00,4.75,149,127,44,521401,0.0,4
1790056197.039384492,85.0,211,206,0.00,4.15,149,127,44,521705,0.0,4
1790056198.108817468,81.4,217,206,0.00,4.10,149,127,44,522013,0.0,4
1790056199.178326915,80.4,240,206,0.00,3.71,149,127,44,522309,0.0,4
1790056200.252305463,81.9,242,206,0.00,4.20,149,127,44,522613,0.0,4
1790056201.325705376,79.2,245,206,0.00,4.83,149,127,44,522917,0.0,0
1790056202.386285112,78.3,209,206,0.00,4.12,149,127,44,523225,0.0,4
1790056203.455550338,79.5,215,206,0.00,4.36,149,127,44,523529,0.0,0
1790056204.530454305,84.7,201,206,0.00,4.07,149,127,44,523837,0.0,0
1790056205.600772782,66.3,200,206,0.00,4.68,149,127,44,524141,0.0,4
1790056206.658134320,74.7,208,206,0.00,4.51,149,128,44,524445,0.0,4
1790056207.724762507,76.9,220,206,0.00,4.60,149,128,44,524726,0.0,4
1790056208.790788678,75.0,225,206,0.00,4.36,149,128,44,525030,0.0,4
1790056209.855485588,74.2,211,206,0.00,4.06,149,128,44,525334,0.0,0
1790056210.924421348,72.0,203,206,0.00,3.84,149,128,44,525646,0.0,4
1790056212.008556502,83.0,207,206,0.00,5.30,149,128,44,525954,0.0,0
1790056213.088728046,70.4,206,206,0.00,4.09,149,128,44,526266,0.0,4
1790056214.162136228,80.1,204,206,0.00,3.89,149,128,44,526574,0.0,4
1790056215.230487096,75.8,212,206,0.00,4.01,149,128,44,526878,0.0,4
1790056216.306833142,76.2,220,206,0.00,4.15,149,128,44,527190,0.0,4
1790056217.377828123,75.6,206,206,0.00,4.19,149,128,44,527494,0.0,0
1790056218.440991225,73.4,211,206,0.00,4.15,149,128,44,527798,0.0,4
1790056219.505502711,67.6,219,206,0.00,3.81,149,128,44,528102,0.0,4
1790056220.564851706,69.9,223,206,0.00,4.11,149,128,44,528406,0.0,0
1790056221.636891304,79.3,229,206,0.00,4.49,149,129,44,528710,0.0,0
1790056222.708438285,67.2,229,206,0.00,4.28,149,129,44,529014,0.0,0
1790056223.783010299,67.0,201,206,0.00,4.74,149,129,44,529326,0.0,4
1790056224.864017181,78.6,204,206,0.00,3.97,149,129,44,529626,0.0,1
1790056225.941712264,63.1,210,206,0.00,4.01,149,129,44,529921,0.0,0
1790056227.011417989,77.6,220,206,0.00,4.37,149,129,44,530229,0.0,4
1790056228.072480543,71.6,207,206,0.00,4.41,149,129,44,530533,0.0,4
1790056229.135273959,70.6,214,206,0.00,4.27,149,129,44,530837,0.0,0
1790056230.215350009,70.4,221,206,0.00,4.13,149,129,44,531145,0.0,4
1790056231.277544712,75.3,225,206,0.00,4.08,149,129,44,531449,0.0,4
1790056232.350094476,81.1,227,206,0.00,4.36,149,129,44,531753,0.0,4
1790056233.423975054,77.3,203,206,0.00,4.02,149,129,44,532057,0.0,4
1790056234.483721137,81.2,205,206,0.00,4.45,149,129,44,532361,0.0,0
1790056235.561281917,83.5,215,206,0.00,3.88,149,130,44,532669,0.0,4
1790056236.621088235,80.2,206,206,0.00,5.18,149,130,44,532973,0.0,4
1790056237.686274101,79.8,205,206,0.00,4.16,149,130,44,533277,0.0,4
1790056238.741498350,82.4,214,206,0.00,4.15,149,130,44,533581,0.0,4
1790056239.803678259,81.9,210,206,0.00,4.74,149,130,44,533885,0.0,4
1790056240.876210377,75.5,217,206,0.00,3.92,149,130,44,534189,0.0,0
1790056241.939699504,75.2,221,206,0.00,4.29,149,130,44,534497,0.0,4
1790056243.011435457,81.2,205,206,0.00,4.03,149,130,44,534784,0.0,4
1790056244.085546397,76.3,212,206,0.00,3.81,149,130,44,535092,0.0,4
1790056245.158454341,77.4,224,206,0.00,4.30,149,130,44,535396,0.0,4
1790056246.231517590,87.6,207,206,0.00,3.93,149,130,44,535704,0.0,4
1790056247.306180389,74.4,213,206,0.00,4.05,149,130,44,536008,0.0,4
1790056248.373901562,76.8,221,206,0.00,3.94,149,130,44,536312,0.0,4
1790056249.444888100,89.6,225,206,0.00,3.99,149,130,44,536616,0.0,4
1790056250.511270597,76.9,205,206,0.00,4.47,149,131,44,536924,0.0,4
1790056251.586519880,79.1,211,206,0.00,4.02,149,131,44,537228,0.0,4
1790056252.654203346,85.2,204,206,0.00,4.17,149,131,44,537536,0.0,4
1790056253.716754215,71.5,211,206,0.00,3.95,149,131,44,537840,0.0,4
1790056254.779773547,80.0,215,206,0.00,3.92,149,131,44,538148,0.0,4
1790056255.856967012,84.5,222,206,0.00,4.83,149,131,44,538452,0.0,4
1790056256.923516025,75.9,207,206,0.00,3.79,149,131,44,538756,0.0,4
1790056257.985169472,79.1,214,206,0.00,4.24,149,131,44,539064,0.0,4
1790056259.053383989,92.7,234,206,0.00,3.91,149,131,44,539364,0.0,4
1790056260.117259667,73.3,238,206,0.00,3.75,149,131,44,539653,0.0,4
1790056261.182756142,79.8,241,206,0.00,4.53,149,131,44,539957,0.0,4
1790056262.252929285,83.2,244,206,0.00,3.97,149,131,44,540265,0.0,4
1790056263.322056504,83.2,244,206,0.00,4.07,149,131,44,540569,0.0,0
1790056264.394372076,71.8,247,206,0.00,3.82,149,132,44,540885,0.0,4
1790056265.475212953,86.0,213,206,0.00,4.19,149,132,44,541185,0.0,4
1790056266.529630222,74.9,220,206,0.00,4.74,149,132,44,541489,0.0,4
1790056267.590794090,75.4,224,206,0.00,4.07,149,132,44,541789,0.0,4
1790056268.662506003,85.8,211,206,0.00,4.18,149,132,44,542097,0.0,4
1790056269.729331231,82.5,218,206,0.00,4.12,149,132,44,542401,0.0,4
1790056270.800848884,72.8,224,206,0.00,3.95,149,132,44,542709,0.0,4
1790056271.868549540,78.7,228,206,0.00,4.54,149,132,44,543009,0.0,4
1790056272.933055259,84.5,231,206,0.00,4.39,149,132,44,543313,0.0,4
1790056274.002612378,79.5,234,206,0.00,3.89,149,132,44,543617,0.0,4
1790056275.063247691,80.1,208,206,0.00,3.83,149,132,44,543925,0.0,4
1790056276.144978921,75.8,215,206,0.00,3.80,149,132,44,544233,0.0,4
1790056277.213055822,83.3,220,206,0.00,4.34,149,132,44,544537,0.0,0
1790056278.289242067,76.2,206,206,0.00,4.09,149,132,44,544828,0.0,4
1790056279.363002474,79.2,214,206,0.00,3.86,149,133,44,545132,0.0,4
1790056280.424138862,84.8,216,206,0.00,3.96,149,133,44,545436,0.0,4
1790056281.483594671,80.2,212,206,0.00,4.18,149,133,44,545744,0.0,4
1790056282.562103167,74.2,216,206,0.00,3.76,149,133,44,546052,0.0,4
1790056283.626520773,81.7,226,206,0.00,5.01,149,133,44,546356,0.0,4
1790056284.695995898,88.8,229,206,0.00,3.94,149,133,44,546660,0.0,0
1790056285.763970420,79.6,233,206,0.00,4.24,149,133,44,546972,0.0,4
1790056286.842366401,78.8,236,206,0.00,3.82,149,133,44,547276,0.0,0
1790056287.912649900,76.6,237,206,0.00,4.30,149,133,44,547584,0.0,0
1790056288.984834226,91.4,213,206,0.00,4.65,149,133,44,547892,0.0,4
1790056290.060796360,79.0,207,206,0.00,3.97,149,133,44,548200,0.0,4
1790056291.120432255,75.5,204,206,0.00,3.94,149,133,44,548500,0.0,4
1790056292.189263865,86.1,215,206,0.00,3.80,149,133,44,548804,0.0,4
1790056293.249380613,77.3,211,206,0.00,4.09,149,134,44,549112,0.0,4
1790056294.327125267,77.0,213,206,0.00,4.07,149,134,44,549416,0.0,4
1790056295.396338081,85.1,215,206,0.00,3.83,149,134,44,549704,0.0,4
1790056296.464483919,72.1,208,206,0.00,4.53,149,134,44,550012,0.0,4
1790056297.533925903,86.0,218,206,0.00,3.89,149,134,44,550316,0.0,4
1790056298.606131502,73.7,221,206,0.00,4.58,149,134,44,550624,0.0,4
1790056299.677574555,78.4,209,206,0.00,4.52,149,134,44,550928,0.0,4
1790056300.745466659,89.0,215,206,0.00,4.17,149,134,44,551232,0.0,0
1790056301.815475453,73.8,219,206,0.00,3.78,149,134,44,551540,0.0,4
1790056302.880627134,78.9,224,206,0.00,3.83,149,134,44,551844,0.0,4
1790056303.951602793,86.8,208,206,0.00,4.52,149,134,44,552148,0.0,0
1790056305.020561153,77.6,219,206,0.00,3.75,149,134,44,552452,0.0,0
1790056306.089889942,79.5,215,206,0.00,4.42,149,134,44,552760,0.0,4
1790056307.153840773,83.7,223,206,0.00,4.05,149,134,44,553064,0.0,4
1790056308.227765873,79.1,229,206,0.00,4.10,149,135,44,553368,0.0,4
1790056309.292940422,75.1,233,206,0.00,3.98,149,135,44,553676,0.0,4
1790056310.366559733,83.8,210,206,0.00,4.30,149,135,44,553980,0.0,4
1790056311.438643383,77.4,218,206,0.00,4.10,149,135,44,554280,0.0,0
1790056312.494430436,80.5,205,206,0.00,3.87,149,135,44,554582,0.0,4
1790056313.564613949,86.0,216,206,0.00,4.49,149,135,44,554877,0.0,0
1790056314.637896488,81.1,214,206,0.00,4.07,149,135,44,555185,0.0,4
1790056315.710362988,77.4,208,206,0.00,4.09,149,135,44,555493,0.0,4
1790056316.782756596,83.0,215,206,0.00,4.52,149,135,44,555797,0.0,4
1790056317.852783092,86.9,211,206,0.00,4.12,149,135,44,556105,0.0,4
1790056318.925843086,85.7,233,206,0.00,4.08,149,135,44,556401,0.0,4
1790056319.991910226,73.2,237,206,0.00,3.68,149,135,44,556701,0.0,0
1790056321.054133591,82.8,240,206,0.00,4.07,149,135,44,557005,0.0,0
1790056322.122539776,81.4,243,206,0.00,4.28,149,135,44,557313,0.0,4
1790056323.189223623,78.7,246,206,0.00,3.87,149,136,44,557617,0.0,4
1790056324.255613271,77.8,246,206,0.00,4.08,149,136,44,557917,0.0,0
1790056325.324007114,85.2,211,206,0.00,3.89,149,136,44,558225,0.0,0
1790056326.396008752,72.8,220,206,0.00,4.60,149,136,44,558529,0.0,4
1790056327.456622326,79.2,226,206,0.00,4.33,149,136,44,558837,0.0,4
1790056328.519938015,86.5,233,206,0.00,4.36,149,136,44,559137,0.0,4
1790056329.586056271,77.9,235,206,0.00,4.13,149,136,44,559441,0.0,0
1790056330.657323963,76.5,241,206,0.00,3.83,149,136,44,559735,0.0,4
1790056331.721155836,79.9,246,206,0.00,4.20,149,136,44,560039,0.0,4
1790056332.792885081,72.8,220,206,0.00,4.34,149,136,44,560347,0.0,4
1790056333.865862103,83.9,219,206,0.00,4.19,149,136,44,560651,0.0,0
1790056334.937094614,76.5,221,206,0.00,3.66,149,136,44,560955,0.0,4
1790056336.001297460,83.6,225,206,0.00,3.88,149,136,44,561263,0.0,4
1790056337.077496272,72.5,230,206,0.00,3.77,149,137,44,561567,0.0,4
1790056338.149313282,83.0,213,206,0.00,4.10,149,137,44,561875,0.0,4
1790056339.215619136,87.2,220,206,0.00,4.13,149,137,44,562179,0.0,4
1790056340.285401904,83.2,227,206,0.00,3.95,149,137,44,562483,0.0,4
1790056341.354927581,78.5,223,206,0.00,4.20,149,137,44,562787,0.0,4
1790056342.418918703,79.9,224,206,0.00,3.83,149,137,44,563095,0.0,4
1790056343.491855936,80.2,232,206,0.00,4.21,149,137,44,563399,0.0,4
1790056344.565530363,81.0,217,206,0.00,4.81,149,137,44,563703,0.0,4
1790056345.627377971,82.9,222,206,0.00,4.05,149,137,44,564007,0.0,4
1790056346.694974722,80.6,229,206,0.00,3.95,149,137,44,564311,0.0,4
1790056347.762136359,83.4,232,206,0.04,4.26,149,137,44,564613,0.0,4
1790056348.830357470,77.7,223,206,0.00,4.21,149,137,44,564907,0.0,4
1790056349.895128310,81.7,222,206,0.00,4.02,149,137,44,565211,0.0,4
1790056350.961052051,81.6,228,206,0.00,3.88,149,137,44,565519,0.0,4
1790056352.041608537,75.9,222,206,0.00,4.01,149,138,44,565823,0.0,0
1790056353.119265971,85.4,229,206,0.00,3.85,149,138,44,566131,0.0,4
1790056354.197131985,83.5,235,206,0.00,4.64,149,138,44,566439,0.0,4
1790056355.265458779,73.9,238,206,0.00,4.05,149,138,44,566747,0.0,4
1790056356.334237155,79.5,240,206,0.00,4.58,149,138,44,567047,0.0,4
1790056357.392949182,83.1,224,206,0.00,4.12,149,138,44,567355,0.0,4
1790056358.470085901,74.3,222,206,0.00,3.91,149,138,44,567659,0.0,4
1790056359.536618145,84.4,228,206,0.00,5.08,149,138,44,567967,0.0,4
1790056360.606274357,72.9,232,206,0.00,3.75,149,138,44,568271,0.0,0
1790056361.680481005,87.5,217,206,0.00,4.15,149,138,44,568579,0.0,4
1790056362.759070959,78.8,223,206,0.00,3.82,149,138,44,568883,0.0,0
1790056363.820852938,79.1,231,206,0.00,4.08,149,138,44,569187,0.0,4
1790056364.893626789,86.7,219,206,0.00,4.51,149,138,44,569495,0.0,0
1790056365.957942669,78.9,213,206,0.00,4.18,149,139,44,569782,0.0,0
1790056367.023855688,73.2,220,206,0.07,3.79,149,139,44,570086,0.0,4
1790056368.087388077,84.6,228,206,0.00,3.84,149,139,44,570390,0.0,0
1790056369.159101327,83.0,232,206,0.00,4.04,149,139,44,570698,0.0,4
1790056370.232379234,75.5,218,206,0.00,4.42,149,139,44,571002,0.0,0
1790056371.305764293,81.1,226,206,0.00,4.03,149,139,44,571310,0.0,4
1790056372.368469872,87.5,233,206,0.00,4.17,149,139,44,571614,0.0,4
1790056373.432143291,77.1,237,206,0.00,3.99,149,139,44,571918,0.0,4
1790056374.496452000,78.9,238,206,0.00,3.94,149,139,44,572222,0.0,0
1790056375.563562852,85.3,241,206,0.00,4.87,149,139,44,572526,0.0,4
1790056376.633567831,81.3,214,206,0.00,3.97,149,139,44,572830,0.0,4
1790056377.707702556,78.2,214,206,0.00,4.05,149,139,44,573134,0.0,4
1790056378.768084117,84.9,238,206,0.00,3.79,149,139,44,573430,0.0,4
1790056379.835526136,87.1,242,206,0.00,4.02,149,139,44,573738,0.0,4
1790056380.905460239,74.8,245,206,0.00,4.04,149,140,44,574042,0.0,4
1790056381.960130247,108.1,225,206,0.00,10.80,149,140,44,574342,0.0,0
1790056383.018198106,90.7,218,206,0.00,3.84,149,140,44,574647,0.0,3
1790056384.091403009,74.5,210,206,0.00,3.90,149,140,44,574942,0.0,4
1790056385.163743266,80.2,221,206,0.00,3.97,149,140,44,575246,0.0,4
1790056386.230003830,80.7,231,206,0.00,4.84,149,140,44,575554,0.0,4
1790056387.302620943,79.2,215,206,0.00,4.05,149,140,44,575858,0.0,4
1790056388.368073424,81.7,208,206,0.00,4.00,149,140,44,576162,0.0,4
1790056389.428433411,86.8,222,206,0.00,4.24,149,140,44,576470,0.0,4
1790056390.504020673,80.9,226,206,0.00,4.21,149,140,44,576774,0.0,4
1790056391.565200796,81.0,208,206,0.00,3.92,149,140,44,577078,0.0,4
1790056392.622270385,78.5,211,206,0.00,4.80,149,140,44,577382,0.0,4
1790056393.696658248,90.3,211,206,0.00,3.98,149,140,44,577690,0.0,0
1790056394.766573978,82.2,212,206,0.00,4.02,149,140,44,577998,0.0,4
1790056395.833838265,76.8,219,206,0.00,4.02,149,141,44,578302,0.0,0
1790056396.900503581,84.4,215,206,0.00,4.08,149,141,44,578606,0.0,4
1790056397.966974388,79.7,211,206,0.00,4.15,149,141,44,578914,0.0,4
1790056399.040313586,78.3,216,206,0.00,3.83,149,141,44,579218,0.0,4
1790056400.111627975,84.9,222,206,0.00,3.87,149,141,44,579524,0.0,4
1790056401.181169163,78.5,208,206,0.00,4.02,149,141,44,579818,0.0,4
1790056402.242985385,74.4,219,206,0.00,4.11,149,141,44,580126,0.0,4
1790056403.314250971,85.9,224,206,0.00,4.45,149,141,44,580430,0.0,4
1790056404.383440485,83.2,231,206,0.00,4.64,149,141,44,580734,0.0,4
1790056405.444828783,76.3,235,206,0.00,3.85,149,141,44,581038,0.0,4
1790056406.507441175,80.0,210,206,0.00,4.26,149,141,44,581342,0.0,4
1790056407.577064621,86.0,218,206,0.00,4.15,149,141,44,581646,0.0,4
1790056408.645988462,75.8,221,206,0.00,4.58,149,141,44,581950,0.0,4
1790056409.715353086,80.4,225,206,0.00,3.91,149,142,44,582258,0.0,4
1790056410.790900711,83.7,233,206,0.00,4.13,149,142,44,582562,0.0,4
1790056411.860241444,86.0,237,206,0.00,4.23,149,142,44,582866,0.0,4
1790056412.923868624,79.0,238,206,0.00,3.97,149,142,44,583170,0.0,4
1790056413.981386246,74.7,240,206,0.00,4.32,149,142,44,583474,0.0,4
1790056415.053551992,82.1,243,206,0.00,4.06,149,142,44,583774,0.0,0
1790056416.123311843,86.0,243,206,0.00,4.13,149,142,44,584078,0.0,4
1790056417.189344145,76.9,246,206,0.00,4.81,149,142,44,584382,0.0,0
1790056418.261112440,74.6,248,206,0.00,3.79,149,142,44,584678,0.0,0
1790056419.335880848,83.7,251,206,0.00,4.29,149,142,44,584986,0.0,4
1790056420.403812049,74.0,252,206,0.00,4.46,149,142,44,585290,0.0,4
1790056421.463631712,87.8,218,206,0.00,4.31,149,142,44,585594,0.0,4
1790056422.529750583,81.6,223,206,0.00,4.24,149,142,44,585902,0.0,4
1790056423.606039241,71.5,212,206,0.00,3.81,149,142,44,586206,0.0,4
1790056424.668046680,76.3,222,206,0.00,4.03,149,143,44,586514,0.0,4
1790056425.739746156,76.5,228,206,0.00,4.61,149,143,44,586818,0.0,4
1790056426.809586263,71.0,231,206,0.00,4.22,149,143,44,587126,0.0,4
1790056427.886990086,69.6,233,206,0.00,3.99,149,143,44,587434,0.0,4
1790056428.956203512,80.4,236,206,0.00,4.07,149,143,44,587738,0.0,4
1790056430.023206447,75.0,215,206,0.00,3.96,149,143,44,588042,0.0,0
1790056431.093458909,73.8,216,206,0.00,4.31,149,143,44,588346,0.0,0
1790056432.150697899,74.7,222,206,0.00,4.23,149,143,44,588654,0.0,4
1790056433.215061379,76.1,216,206,0.00,4.01,149,143,44,588958,0.0,4
1790056434.279316620,77.0,223,206,0.00,4.13,149,143,44,589262,0.0,0
1790056435.357708245,77.9,227,206,0.00,3.80,149,143,44,589568,0.0,0
1790056436.431662170,86.6,233,206,0.00,5.20,149,143,44,589866,0.0,4
1790056437.498959821,73.1,208,206,0.00,3.73,149,143,44,590170,0.0,4
1790056438.563325454,84.6,219,206,0.00,3.99,149,144,44,590466,0.0,0
1790056439.658467689,88.6,221,206,0.00,3.86,149,144,44,590770,0.0,4
1790056440.720810816,72.5,219,206,0.00,3.84,149,144,44,591074,0.0,0
1790056441.785628428,77.9,220,206,0.00,4.55,149,144,44,591378,0.0,4
1790056442.845259269,68.9,227,206,0.00,3.99,149,144,44,591686,0.0,4
1790056443.914945398,68.2,219,206,0.00,3.75,149,144,44,591994,0.0,4
1790056444.984570648,76.7,227,206,0.00,4.33,149,144,44,592302,0.0,0
1790056446.050426661,74.1,216,206,0.00,4.67,149,144,44,592610,0.0,4
1790056447.123117369,79.2,223,206,0.00,4.40,149,144,44,592914,0.0,0
1790056448.187639536,84.5,231,206,0.00,3.99,149,144,44,593218,0.0,4
1790056449.259030338,84.0,236,206,0.00,4.39,149,144,44,593522,0.0,4
1790056450.331250865,78.3,238,206,0.00,4.03,149,144,44,593826,0.0,0
1790056451.387202551,75.8,241,206,0.00,4.14,149,144,44,594130,0.0,4
1790056452.460892936,79.2,243,206,0.00,5.37,149,144,44,594438,0.0,4
