ts,cpu_pct,rss_mb,threads,disk_read_mb_s,disk_write_mb_s,fs_free_gb,wal_mb,duckdb_mb,records_total,ingest_lag_mb,wal_depth
1790067335.880186520,7.4,257,113,0.00,0.21,147,321,82,1322705,64.4,0
1790067336.947251772,7.5,257,113,0.00,0.01,147,321,82,1322705,64.4,0
1790067338.014572133,6.6,257,113,0.00,0.07,147,321,82,1322705,64.4,0
1790067339.082266843,7.5,257,113,0.00,0.00,147,321,82,1322705,64.4,0
1790067340.165106680,6.5,257,113,0.00,0.23,147,321,82,1322705,64.4,0
1790067341.239412730,7.4,257,113,0.00,0.57,147,321,82,1322705,64.4,0
1790067342.322145960,7.4,257,113,0.00,0.06,147,321,82,1322705,64.4,0
1790067343.403034391,6.5,257,113,0.00,0.10,147,321,82,1322705,64.4,0
1790067344.482548533,7.4,257,113,0.00,0.18,147,321,82,1322705,64.4,0
1790067345.563816078,7.4,257,113,0.00,0.01,147,321,82,1322705,64.4,0
1790067346.638594816,6.5,257,113,0.00,0.13,147,321,82,1322705,64.4,0
1790067347.708589179,6.5,257,113,0.00,0.00,147,321,82,1322705,64.4,0
1790067348.792281777,7.4,257,113,0.00,0.12,147,321,82,1322705,64.4,0
1790067349.857681959,6.6,257,113,0.00,0.25,147,321,82,1322705,64.4,0
1790067350.938026934,7.4,257,113,0.00,0.02,147,321,82,1322705,64.4,0
1790067352.014405955,7.4,257,113,0.00,0.02,147,321,82,1322705,64.4,0
1790067353.082917930,7.5,257,113,0.00,0.08,147,321,82,1322705,64.4,0
1790067354.159479498,7.4,257,113,0.12,0.78,147,321,82,1322705,64.4,0
1790067355.243445415,7.4,257,113,0.00,0.00,147,321,82,1322705,64.4,0
1790067356.312401092,8.4,257,113,0.00,0.16,147,321,82,1322705,64.4,0
1790067357.387094323,6.5,257,113,0.00,0.03,147,321,82,1322705,64.4,0
1790067358.470950941,7.4,257,113,0.00,0.02,147,321,82,1322705,64.4,0
1790067359.546027930,7.4,257,113,0.00,0.01,147,321,82,1322705,64.4,0
1790067360.611102093,7.5,257,113,0.00,0.44,147,321,82,1322705,64.4,0
1790067361.693137887,7.4,257,113,0.00,0.20,147,321,82,1322705,64.4,0
1790067362.767510035,7.4,257,113,0.00,0.00,147,321,82,1322705,64.4,0
1790067363.839544373,7.5,257,113,0.00,0.19,147,321,82,1322705,64.4,0
1790067364.900593563,8.5,257,113,0.00,0.01,147,321,82,1322705,64.4,0
1790067365.975999552,6.5,258,113,0.00,0.41,147,321,82,1322705,64.4,0
1790067367.043901076,8.4,258,113,0.00,0.01,147,321,82,1322705,64.4,0
1790067368.125283085,7.4,258,113,0.00,0.00,147,321,82,1322705,64.4,0
1790067369.202154376,7.4,258,113,0.00,0.15,147,321,82,1322705,64.4,0
1790067370.278308201,7.4,258,113,0.00,0.17,147,321,82,1322705,64.4,0
1790067371.354083570,6.5,258,113,0.00,0.81,147,321,82,1322705,64.4,0
1790067372.433959105,8.3,258,113,0.00,0.12,147,321,82,1322705,64.4,0
1790067373.507362074,5.6,258,113,0.00,0.69,147,321,82,1322705,64.4,0
1790067374.588789527,7.4,258,113,0.00,0.22,147,321,82,1322705,64.4,0
1790067375.666059860,7.4,258,113,0.00,0.48,147,321,82,1322705,64.4,0
1790067376.743334907,7.4,258,113,0.08,0.01,147,321,82,1322705,64.4,0
1790067377.818450200,7.4,258,113,3.60,0.20,147,321,82,1322705,64.4,0
1790067378.891736548,7.5,258,113,0.00,0.00,147,321,82,1322705,64.4,0
1790067379.957321395,7.5,258,113,0.00,0.83,147,321,82,1322705,64.4,0
1790067381.031480094,7.4,258,113,0.00,0.18,147,321,82,1322705,64.4,0
1790067382.112030120,8.3,258,113,0.00,3.27,147,321,82,1322705,64.4,0
1790067383.187300119,7.4,258,113,0.00,0.85,147,321,82,1322705,64.4,0
1790067384.259942782,8.4,258,113,0.00,1.53,147,321,82,1322705,64.4,0
1790067385.341698699,8.3,258,113,0.00,0.07,147,321,82,1322705,64.4,0
1790067386.411913051,8.4,258,113,0.00,0.48,147,321,82,1322705,64.4,0
1790067387.486312318,9.3,258,113,0.00,0.25,147,321,82,1322705,64.4,0
1790067388.555191784,7.5,258,113,0.00,0.65,147,321,82,1322705,64.4,0
1790067389.638365120,8.3,258,113,0.00,0.11,147,321,82,1322705,64.4,0
1790067390.711809093,7.5,258,113,0.00,0.35,147,321,82,1322705,64.4,0
1790067391.777537590,8.4,258,113,0.00,0.01,147,321,82,1322705,64.4,0
1790067392.855386857,8.3,258,113,0.00,0.00,147,321,82,1322705,64.4,0
1790067393.934639725,8.3,258,113,0.00,0.46,147,321,82,1322705,64.4,0
1790067395.006527623,8.4,258,113,0.00,0.22,147,321,82,1322705,64.4,0
1790067396.079049936,7.5,258,113,0.00,0.16,147,321,82,1322705,64.4,0
1790067397.153196223,8.4,258,113,0.00,0.01,147,321,82,1322705,64.4,0
1790067398.232194776,7.4,258,113,0.00,0.08,147,321,82,1322705,64.4,0
1790067399.309494978,8.4,258,113,0.00,0.15,147,321,82,1322705,64.4,0
1790067400.377448355,7.5,258,113,0.00,0.33,147,321,82,1322705,64.4,0
1790067401.451529202,8.4,258,113,0.00,0.13,147,321,82,1322705,64.4,0
1790067402.524806534,7.5,258,113,0.00,0.01,147,321,82,1322705,64.4,0
1790067403.596234930,7.5,258,113,0.00,0.09,147,321,82,1322705,64.4,0
1790067404.674789284,7.4,258,113,0.00,0.24,147,321,82,1322705,64.4,0
1790067405.760165766,7.4,258,113,0.00,0.21,147,321,82,1322705,64.4,0
1790067406.837020599,7.4,258,113,0.00,0.02,147,321,82,1322705,64.4,0
1790067407.907677062,7.5,258,113,0.00,0.30,147,321,82,1322705,64.4,0
1790067408.981461953,7.5,258,113,0.00,0.00,147,321,82,1322705,64.4,0
1790067410.058179088,8.4,258,113,0.00,0.24,147,321,82,1322705,64.4,0
1790067411.130263530,6.5,258,113,0.00,0.02,147,321,82,1322705,64.4,0
1790067412.203677045,7.5,258,113,0.00,0.03,147,321,82,1322705,64.4,0
1790067413.286309782,7.4,258,113,0.00,0.24,147,321,82,1322705,64.4,0
1790067414.365091772,7.4,258,113,0.00,0.47,147,321,82,1322705,64.4,0
1790067415.444054909,8.3,258,113,0.00,0.22,147,321,82,1322705,64.4,0
1790067416.524913483,7.4,258,113,0.00,0.11,147,321,82,1322705,64.4,0
1790067417.603407344,8.3,258,113,0.00,0.01,147,321,82,1322705,64.4,0
1790067418.684109114,7.4,258,113,0.00,0.02,147,321,82,1322705,64.4,0
1790067419.764334309,7.4,258,113,0.00,0.20,147,321,82,1322705,64.4,0
1790067420.845429327,7.4,258,113,0.00,0.32,147,321,82,1322705,64.4,0
1790067421.917004176,8.4,258,113,0.00,0.15,147,321,82,1322705,64.4,0
1790067422.995147009,6.5,258,113,0.00,0.00,147,321,82,1322705,64.4,0
1790067424.074940404,7.4,258,113,0.00,0.02,147,321,82,1322705,64.4,0
1790067425.150507431,5.6,258,113,0.00,0.31,147,321,82,1322705,64.4,0
1790067426.227017354,8.4,258,113,0.00,0.17,147,321,82,1322705,64.4,0
1790067427.303389275,7.4,258,113,0.00,0.01,147,321,82,1322705,64.4,0
1790067428.371263412,7.5,258,113,0.00,0.07,147,321,82,1322705,64.4,0
1790067429.456050491,6.5,258,113,0.00,0.05,147,321,82,1322705,64.4,0
1790067430.529911234,8.4,258,113,0.00,0.33,147,321,82,1322705,64.4,0
1790067431.608224504,8.3,258,113,0.00,0.94,147,321,82,1322705,64.4,0
1790067432.690570021,7.4,258,113,0.00,0.03,147,321,82,1322705,64.4,0
1790067433.768259544,7.4,258,113,0.00,0.20,147,321,82,1322705,64.4,0
1790067434.847481135,8.3,258,113,0.00,0.22,147,321,82,1322705,64.4,0
1790067435.921729698,7.4,258,113,0.00,0.36,147,321,82,1322705,64.4,0
1790067437.003359350,8.3,258,113,0.00,0.15,147,321,82,1322705,64.4,0
1790067438.071053699,7.5,258,113,0.00,0.00,147,321,82,1322705,64.4,0
1790067439.151897626,8.3,258,113,0.00,0.12,147,321,82,1322705,64.4,0
1790067440.230491840,8.3,258,113,0.00,0.00,147,321,82,1322705,64.4,0
1790067441.291261138,7.5,258,113,0.00,0.18,147,321,82,1322705,64.4,0
1790067442.372410109,8.3,258,113,0.00,0.14,147,321,82,1322705,64.4,0
1790067443.453163244,7.4,258,113,0.00,0.93,147,321,82,1322705,64.4,0
1790067444.529122194,6.5,258,113,0.00,0.26,147,321,82,1322705,64.4,0
1790067445.589063062,8.5,259,113,0.00,0.17,147,321,82,1322705,64.4,0
1790067446.647387936,8.5,259,113,0.00,0.69,147,321,82,1322705,64.4,0
1790067447.734484504,8.3,259,113,0.00,0.32,147,321,82,1322705,64.4,0
1790067448.810148738,9.3,259,113,0.00,0.01,147,321,82,1322705,64.4,0
1790067449.877399088,6.6,259,113,0.00,0.03,147,321,82,1322705,64.4,0
1790067450.963210913,8.3,259,113,0.00,0.37,147,321,82,1322705,64.4,0
1790067452.042026367,7.4,259,113,0.00,0.01,147,321,82,1322705,64.4,0
1790067453.117990181,8.4,259,113,0.00,0.29,147,321,82,1322705,64.4,0
1790067454.203259609,8.3,259,113,0.00,0.01,147,321,82,1322705,64.4,0
1790067455.274112504,6.5,259,113,0.00,0.26,147,321,82,1322705,64.4,0
1790067456.342067681,8.4,259,113,0.00,0.49,147,321,82,1322705,64.4,0
1790067457.420867645,7.4,259,113,0.00,0.01,147,321,82,1322705,64.4,0
1790067458.495662231,7.4,259,113,0.00,0.00,147,321,82,1322705,64.4,0
1790067459.572056238,7.4,259,113,0.00,0.01,147,321,82,1322705,64.4,0
1790067460.649455137,8.4,259,113,0.00,0.32,147,321,82,1322705,64.4,0
1790067461.721072698,6.5,259,113,0.00,0.34,147,321,82,1322705,64.4,0
1790067462.801055913,8.3,259,113,0.00,0.13,147,321,82,1322705,64.4,0
1790067463.875755770,7.4,259,113,0.00,0.42,147,321,82,1322705,64.4,0
1790067464.940731858,140.8,319,113,0.00,17.64,147,331,82,1363955,74.4,0
1790067466.004076647,184.3,351,113,0.00,14.10,147,341,82,1405205,84.3,0
1790067467.082977116,152.9,370,113,0.00,9.59,147,345,82,1422705,88.6,0
1790067468.154132391,129.8,380,113,0.00,3.26,147,345,82,1422705,88.6,0
1790067469.226607116,134.3,442,113,0.00,3.31,147,345,82,1422705,88.6,0
1790067470.298079929,126.0,396,113,0.00,23.76,147,345,96,1422705,88.6,0
1790067471.371391900,89.4,404,113,0.00,2.37,147,345,96,1422705,88.6,0
1790067472.449751408,11.1,264,113,0.00,0.17,147,345,96,1422705,88.6,0
1790067473.519660332,8.4,264,113,0.00,0.01,147,345,96,1422705,88.6,0
1790067474.595639029,6.5,264,113,0.00,0.21,147,345,96,1422705,88.6,0
1790067475.662070060,8.4,264,113,0.00,0.62,147,345,96,1422705,88.6,0
1790067476.740115072,8.3,264,113,0.00,0.13,147,345,96,1422705,88.6,0
1790067477.819509456,8.3,264,113,0.00,0.01,147,345,96,1422705,88.6,0
1790067478.892607640,7.5,264,113,0.00,0.02,147,345,96,1422705,88.6,0
1790067479.954096241,8.5,265,113,0.00,0.35,147,345,96,1422705,88.6,0
1790067481.033566506,7.4,265,113,0.00,0.68,147,345,96,1422705,88.6,0
1790067482.113802713,7.4,265,113,0.00,0.04,147,345,96,1422705,88.6,0
1790067483.189448586,6.5,265,113,0.00,0.01,147,345,96,1422705,88.6,0
1790067484.269408552,6.5,265,113,0.00,0.03,147,345,96,1422705,88.6,0
1790067485.351046997,7.4,265,113,0.00,0.23,147,345,96,1422705,88.6,0
1790067486.427799629,7.4,265,113,0.00,0.39,147,345,96,1422705,88.6,0
1790067487.515634069,7.4,265,113,0.00,0.08,147,345,96,1422705,88.6,0
1790067488.595078482,6.5,265,113,0.00,0.01,147,345,96,1422705,88.6,0
1790067489.672079410,8.4,265,113,0.00,0.09,147,345,96,1422705,88.6,0
1790067490.751375337,6.5,265,113,0.00,0.14,147,345,96,1422705,88.6,0
1790067491.824727545,7.5,265,113,0.00,1.00,147,345,96,1422705,88.6,0
1790067492.899428251,7.4,265,113,0.00,0.41,147,345,96,1422705,88.6,0
1790067493.976874584,7.4,265,113,0.00,0.13,147,345,96,1422705,88.6,0
1790067495.048058327,7.5,265,113,0.00,0.01,147,345,96,1422705,88.6,0
1790067496.115620472,7.5,265,113,0.00,0.29,147,345,96,1422705,88.6,0
1790067497.198534669,8.3,265,113,0.00,0.16,147,345,96,1422705,88.6,0
1790067498.263153886,7.5,265,113,0.00,0.22,147,345,96,1422705,88.6,0
1790067499.338070767,7.4,265,113,0.00,4.59,147,345,96,1422705,88.6,0
1790067500.405620135,6.6,265,113,0.00,0.00,147,345,96,1422705,88.6,0
1790067501.476945998,7.5,265,113,0.00,0.20,147,345,96,1422705,88.6,0
1790067502.551226449,8.4,265,113,0.00,0.09,147,345,96,1422705,88.6,0
1790067503.619779272,7.5,265,113,0.00,0.99,147,345,96,1422705,88.6,0
1790067504.702713437,7.4,265,113,0.00,0.29,147,345,96,1422705,88.6,0
1790067505.779347553,20.4,280,113,0.00,0.36,147,345,96,1422705,88.6,0
1790067506.856646008,7.4,267,114,0.00,0.73,147,345,96,1422705,88.6,0
1790067507.930803978,6.5,267,114,0.00,0.02,147,345,96,1422705,88.6,0
1790067509.011903846,7.4,267,116,0.00,0.01,147,345,96,1422705,88.6,0
1790067510.080534661,7.5,267,116,0.00,0.02,147,345,96,1422705,88.6,0
1790067511.161023040,6.5,267,116,0.00,0.34,147,345,96,1422705,88.6,0
1790067512.240294622,6.5,267,116,0.00,0.16,147,345,96,1422705,88.6,0
1790067513.321910648,7.4,267,116,0.00,0.35,147,345,96,1422705,88.6,0
1790067514.397726837,7.4,267,117,0.00,0.02,147,345,96,1422705,88.6,0
1790067515.476406776,6.5,267,117,0.00,0.20,147,345,96,1422705,88.6,0
1790067516.551257411,6.5,267,117,0.00,0.18,147,345,96,1422705,88.6,0
1790067517.626547738,7.4,267,117,0.00,0.00,147,345,96,1422705,88.6,0
1790067518.706480407,6.5,267,117,0.00,0.00,147,345,96,1422705,88.6,0
1790067519.783238834,6.5,267,117,0.00,0.26,147,345,96,1422705,88.6,0
1790067520.853322100,7.5,267,117,0.00,0.01,147,345,96,1422705,88.6,0
1790067521.933867766,6.5,267,117,0.00,0.38,147,345,96,1422705,88.6,0
1790067523.016232618,7.4,267,117,0.00,0.13,147,345,96,1422705,88.6,0
1790067524.087100932,6.5,267,117,0.00,0.02,147,345,96,1422705,88.6,0
1790067525.162201355,6.5,267,117,0.00,0.00,147,345,96,1422705,88.6,0
